483| The MONKS Problems: A Performance Comparison of Different Learning Algorithms, || Pittsburgh, PA, | Available via anonymous ftp from archive.cis.ohio-state.edu, file /pub/neuroprose/thrun.comparison.ps.Z. | 1991. |||| (revised version), | Carnegie Mellon University, ||| editors.||||480| Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., ;;;;;;;;;;;;;;;;;;;;;;;
482| The MONKS Problems: A Performance Comparison of Different Learning Algorithms, || Pittsburgh, PA, | Available via anonymous ftp from archive.cis.ohio-state.edu, file /pub/neuroprose/thrun.comparison.ps.Z. | 1991. |||| (revised version), | Carnegie Mellon University, ||| editors.||||480| Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., ;;;;;;;;;;;;;;;;;;;;;;;
481| The monk's problems: A performance comparison of different learning algorithms. || Pittsburgh, PA, | Available via anonymous ftp from archive.cis.ohio-state.edu, file /pub/neuroprose/thrun.comparison.ps.Z. | 1991. |||| Technical Report CMU-CS-91-197, | Carnegie Mellon University, ||| editors.||||480| S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski andS.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. ;;;;;;;;;;;;;;;;;;;;;;;
480| The monk's problems a performance comparison of different learning algorihms. || Pittsburgh, PA, | Available via anonymous ftp from archive.cis.ohio-state.edu, file /pub/neuroprose/thrun.comparison.ps.Z. | December |||| Technical Report CMU-CS-91-197, | Carnegie Mellon University, ||| editors.||||480| S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ;;;;;;;;;;;;;;;;;;;;;;;
48|Specificity of learning curvature, orientation, and vernier discriminations. |||| (1997). | Vision Research, | 37(14), | 1885-1895. |||||||||47| Fahle, M. ;;;;;;;;;;;;;;;;;;;;;;;
479| On interprocedural data flow analysis for object oriented languages. | Springer-Verlag,| Berlin, Germany, | volume 641 of Lecture Notes in Computer Science, (Paderborn,  Germany, Oct.). | 1992. ||| pp. 156-162. ||| Proceedings of the Fourth International Conference on Compiler Construction,|| In Kastens,  U. and Pfahler, P., Eds., ||||1924| S udholt, M. and Steigner, C. ;;;;;;;;;;;;;;;;;;;;;;;
478|| Digital Press, | Bedford, Massachusetts, | ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 | 1990. ||||||||||||474| Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ;;;;;;;;;;;;;;;;;;;;;;;
477|| Digital Press, | Bedford, Massachusetts, | ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 | 1990. ||||||||||||474| Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ;;;;;;;;;;;;;;;;;;;;;;;
476|| Digital Press, | Bedford, Massachusetts, | ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 | 1990. ||||||||||||474| Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ;;;;;;;;;;;;;;;;;;;;;;;
475|| Digital Press, | Bedford, Massachusetts, | ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 | 1990. ||||||||||||474| Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ;;;;;;;;;;;;;;;;;;;;;;;
474| Common Lisp: The Language (Second Edition). | Digital Press (Bedford, | Massachusetts, || 1990). ||||||||||||474| Steele, Guy L., Jr., Fahlman, Scott E., Gabriel, Richard P., Moon, David A., Weinreb, Daniel L., Bobrow, Daniel G., DeMichiel, Linda G., Keene, Sonya E., Kiczales, Gregor, Perdue, Crispin, Pitman, Kent M., Waters, Richard C., and White, Jon L. ;;;;;;;;;;;;;;;;;;;;;;;
473| Common Lisp: The Language. | Digital Press, | Burlington, Massachusetts, || 1984. ||||||||||||471| Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. ;;;;;;;;;;;;;;;;;;;;;;;
472| Common Lisp: The Language. | Digital Press, | Burlington, Massachusetts, || 1984. ||||||||||||471| Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. ;;;;;;;;;;;;;;;;;;;;;;;
471| Common Lisp: The Language. | Digital Press, | Burlington, Massachusetts, || 1984. ||||||||||||471| Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. ;;;;;;;;;;;;;;;;;;;;;;;
470| Review of Fahlman, Scott NETL: A system for representing and using real-world knowledge. |||| 1980. | American Journal of Computational Linguistics, | 6(3) | 183-186, |||||||||1923| S. C. Shapiro. ;;;;;;;;;;;;;;;;;;;;;;;
47| Specificity of learning curvature, orientation, and vernier discriminations. |||| (1997). | Vision Research, | 37(14), | 1885-1895. 66 |||||||||47| Fahle, M. ;;;;;;;;;;;;;;;;;;;;;;;
469| Fahl en, Building sound into a virtual environment, || (Stockholm, Sweden), || Dec. |||||| in Proceedings of the 5th MultiG Workshop, ||||||1922| S. T. Pope and L. E. ;;;;;;;;;;;;;;;;;;;;;;;
468| Learning of visual modules from examples: A framework for understanding adaptive visual performance. CVGIP: Image Understanding, Special Issue on Purposive, Qualitative, Active Vision, |||| 1992. || 56 | 22-30, ||| Computer Vision, Graphics, and Image Processing: Image Understanding, || Y. Aloimonos (Ed.), ||||467| T. Poggio, S. Edelman, and M. Fahle. ;;;;;;;;;;;;;;;;;;;;;;;
467| Learning of visual modules from examples: a framework for understanding adaptive visual performance. |||| (1992a). || 56 | 22-30. ||| Computer Vision, Graphics, and Image Processing: Image Understanding, || Y. Aloimonos (Ed.), ||||467| Poggio, T., Edelman, S., and Fahle, M. ;;;;;;;;;;;;;;;;;;;;;;;
466| Fast perceptual learning in visual hyperacuity. |||| 1992. | Science, | 256 | 1018-1021, |||||||||458| Poggio T, Fahle M, and Edelman S. ;;;;;;;;;;;;;;;;;;;;;;;
465| Fast Per ceptual Learning in Visual Hyperacuity. |||| May | Science, | 256 | 1018-1021, |||||||||458| T. Poggio, M. Fahle, and S. Edelman. ;;;;;;;;;;;;;;;;;;;;;;;
464|Fast perceptual learning in visual hyperacuity. |||| (1992) | Science, | 256, | 1018-1021. |||||||||458| Poggio, T., Fahle, M., & Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
463| Fast perceptual learning in visual hyperacuity. |||| (1992b). | Science, | 256 | 1018-1021. |||||||||458| Poggio, T., Fahle, M., and Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
462| Fast perceptual learning in visual hyperacuity. |||| (1992). | Science, | 256 | 1018-1021. |||||||||458| Poggio, T., Fahle, M., and Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
461| Fast perceptual learning in visual hyperacuity. |||| (1992). | Science, | 256 | 1018-1021. |||||||||458| Poggio, T., Fahle, M., and Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
460| Fast perceptual learning in visual hyperacuity. |||| (1992). | Science, | 256 | 1018-1021. |||||||||458| Poggio, T., Fahle, M., and Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
46| |||| (1995). | Vision Research, | 35, | 3003-3013. |||||||||43| Fahle, M., Edelman, S., & Poggio, T. ;;;;;;;;;;;;;;;;;;;;;;;
459| Fast perceptual learning in visual hyperacuity. |||| (1992). | Science, | 256 | 1018-1021. |||||||||458| Poggio, T., Fahle, M., and Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
458| Fast perceptual learning in visual hyperacuity. |||| (1992). | Science, | 256 | 1018-1021. |||||||||458| Poggio, T., Fahle, M., and Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
457| Language design and implementation by selection. || Paris, France, || January |||||| In First ACM SIGPLAN Workshop on Domain-Specific Languages, ||||||456| P. Pfahler and U. Kastens. ;;;;;;;;;;;;;;;;;;;;;;;
456| Language design and implementation by selection. || Paris, France, || January |||||| In First ACM SIGPLAN Workshop on Domain-Specific Languages, ||||||456| P. Pfahler and U. Kastens. ;;;;;;;;;;;;;;;;;;;;;;;
455| Internal design of cmu common lisp on the IBM RT PC. |||| April |||| Technical Report CMU-CS-87-157, | Carnegie Mellon University, |||||||1921| David B. McDonald, Scott E. Fahlman, and Skef Wholey. ;;;;;;;;;;;;;;;;;;;;;;;
454| a code generator for lazy functional languages, in Compiler construction (CC), | Springer-Verlag. |Paderborn, Germany, || October ||| pp 278-296, ||| Proceedings of the International Workshop on Compiler Construction, || Springer Verlag LNCS 641, U. Kastens and P. Pfahler (eds), ||||453| K.G. Langendoen and P.H. Hartel, FCG: ;;;;;;;;;;;;;;;;;;;;;;;
453| a code generator for lazy functional languages. | Springer-Verlag. | Paderborn, Germany, ||Oct 92. ||| pages 278-296, ||| Proceedings of the Conference on Compiler Construction, || In P. Pfahler U. Kastens, editor, ||||453| Koen Langendoen and Pieter Hartel. FCG: ;;;;;;;;;;;;;;;;;;;;;;;
"452| ""Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases"". ||||||| pp. 349-360. ||| Proc. 4th Int. Conf. DEXA 1993, ||||||451| Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N. ";;;;;;;;;;;;;;;;;;;;;;;
"451| ""Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases"". ||||||| pp. 349-360. ||| Proc. 4th Int. Conf. DEXA 1993, ||||||451| Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N. ";;;;;;;;;;;;;;;;;;;;;;;
450| Improving the performance of parallel lisp by compile time analysis. | Springer-Verlag, ||| 1992. ||| pages 271-277. ||| Compiler Construction, volume 641 of Lecture Notes in Computer Science, || In U. Kastnes and P. Pfahler, editors, ||||1920| Jurgen Knopp. ;;;;;;;;;;;;;;;;;;;;;;;
45| Fast perceptual learning in hyperacuity. |||| (1995). | Vision Research, | 35 | 3003-3013. |||||||||43| Fahle, M., Edelman, S., and Poggio, T. ;;;;;;;;;;;;;;;;;;;;;;;
449| The interprocedural coincidence theorem. | Springer-Verlag, | Paderborn, FRG, | Appeared as Lecture Notes in Computer Science,| October || Vol. 641, | pages 125-140, ||| In Proceedings of the Fourth International Conference on Compiler Construction, || U. Kastens and P. Pfahler (eds.), ||||434| J. Knoop and B. Steffen. ;;;;;;;;;;;;;;;;;;;;;;;
448| The interprocedural coincidence theorem. | Springer Verlag, | FRG, Paderborn | Lecture Notes in Computer Science,| 1992. || Vol. 641, | pages 125-140. ||| Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science|| In U. Kastens and P. Pfahler, editors, ||||434| J. Knoop and B. Steffen. ;;;;;;;;;;;;;;;;;;;;;;;
447| The interprocedural coincidence theorem. | Springer Verlag, | FRG, Paderborn | Lecture Notes in Computer Science,| 1992. ||  Vol. 641, | pages 125-140. ||| Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science|| In U. Kastens and P. Pfahler, editors, ||||434| J. Knoop and B. Steffen. ;;;;;;;;;;;;;;;;;;;;;;;
446| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, Paderborn, | Lecture Notes in Computer Science,| October 5-7, || Vol. 641,| pp. 125-140 |||in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. ed.  ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
445| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, Paderborn | Lecture Notes in Computer Science,| October 5-7, || Vol. 641, | pp.125-140||| in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. ed ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
444| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, Paderborn,| Lec. Notes in Comp. Sci.,| Oct. || Vol. 641,| pp. 125-140 |||in Proc. of the Fourth Int. Conf. on Comp. Construct.,|| U. Kastens and P. ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
443| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, Paderborn,| Lecture Notes in Computer Science,| October 5-7, || Vol. 641,| pp.125-140||| in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
442| The interprocedural coincidence theorem,| Pfahler, | FRG, paderborn| Lecture Notes in Computer Science,| October 5-7, || Vol. 641,| pp.125-140 |||in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. ed.  ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
441| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, Paderborn, | Lecture Notes in Computer Science,| October 5-7, ||Vol. 641,| pp. 125-140||| in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
440| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, paderborn | Lecture Notes in Computer Science,| October 5-7, || Vol. 641,| pp. 125-140||| in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. ed.||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
44| Fast perceptual learning in hyperacuity. |||| (1995). | Vision Research, | 35 | 3003-3013. |||||||||43| Fahle, M., Edelman, S., and Poggio, T. ;;;;;;;;;;;;;;;;;;;;;;;
439| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, Paderborn | Lec. Notes in Comp. Sci.,| Oct. || Vol. 641, | pp. 125-140 |||in Proc. of the Fourth Int. Conf. on Comp. Construct.,|| U. Kastens and P. ed.||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
438| The interprocedural coincidence theorem,| Pfahler,Springer-Verlag, | FRG, Paderborn | Lec. Notes in Comp. Sci.,| Oct. || Vol. 641, | pp.125-140 |||in Proc. of the Fourth Int. Conf. on Comp. Construct.,|| U. Kastens and P. ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
437| The interprocedural coincidence theorem,| Springer-Verlag, | FRG, Paderborn | Lecture Notes in Computer Science,| October 5-7, ||Vol. 641,| pp. 125-140||| in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. Pfahler, ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
436| The interprocedural coincidence theorem,| Springer-Verlag, | FRG, Paderborn | Lecture Notes in Computer Science,| October 5-7, || Vol. 641, | pp.125-140 |||in Proceedings of the Fourth International Conference on Compiler Construction,|| U. Kastens and P. Pfahler, ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
435| The interprocedural coincidence theorem, | Springer-Verlag, | FRG, Paderborn | Lecture Notes in Computer Science,| October 5-7, || Vol. 641,|pp. 125-140 |||in Proceedings of the Fourth International Conference on Compiler Construction, || U. Kastens and P. Pfahler, ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
434| The interprocedural coincidence theorem, | Pfahler,Springer-Verlag, | Paderborn FRG, | Lecture Notes in Computer Science,| October 5-7, || Vol. 641,| pp.  125-140||| in Proceedings of the Fourth International Conference on Compiler Construction, || U. Kastens and P. ed. ||||434| Knoop, J. and Steffen, B., ;;;;;;;;;;;;;;;;;;;;;;;
433| Learning with Limited Numerical Precision Using the Cascade-Correlation Algorithm. |||| July | IEEE Transactions on Neural Networks, | vol. 3, no. 4, ||||||||||1919| M. H. Hoehfeld and S. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
432| Learning with limited numerical precision using the cascade-correlation algorithm. || Pittsburgh, PA, || 1991. |||| Preprint, | School of Computer Science, Carnegie-Mellon University, |||||||1918| Hoehfeld, M. and Fahlman, S. E. ;;;;;;;;;;;;;;;;;;;;;;;
431| A recurrent model for learning a hyperacuity task. |||| (1995)| Perception, | 24, ||||||||||1917| Herzog, M.H. & Fahle, M. ;;;;;;;;;;;;;;;;;;;;;;;
430| A register allocation framework based on hierarchical cyclic interval graphs. | Springer-Verlag, ||| Oct. ||| pages 176-191. ||| Proc. of the Intl. Conf. on Compiler Construction, number 641 in Lec. Notes in Comp. Sci., || In U. Kastens and P. Pfahler, editors, ||||1916| L. J. Hendren, G. R. Gao, E. R. Altman, and C. Muk-erji. ;;;;;;;;;;;;;;;;;;;;;;;
43| Fast perceptual learning in hyperacuity. |||| (1995). | Vision Research, | 35 | 3003-3013. |||||||||43| Fahle, M., Edelman, S., and Poggio, T. ;;;;;;;;;;;;;;;;;;;;;;;
"429| ""Robust Platoon Manuevers for AVHS,"" |||||||| UCB-PATH TECH NOTE 94-09, | University of California. |||||||1915| J.Frankel, L.Alvarez, R.Horowitz, and P.Li. ";;;;;;;;;;;;;;;;;;;;;;;
428| Low bit-rate coding through animation, |||| March ||| pp. 113-114, ||| in Proceedings Picture Coding Symposium (PCS-83), Davis, ||||||1914| R. Forchheimer and O. Fahlander, ;;;;;;;;;;;;;;;;;;;;;;;
427| A Space Based Model for User Interaction in Shared Synthetic Environments. | ACM, NY: ||| 1993. ||| 43-48. ||| In proceedings of the InterCHI93 conference (Amsterdam).||||||49| Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson. ;;;;;;;;;;;;;;;;;;;;
426| A Space Based Model for User Interaction in Shared Synthetic Environments. | ACM, NY: ||| 1993. ||| 43-48. ||| In Proceedings of InterCHI93 (Amsterdam).||||||49| Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson. ;;;;;;;;;;;;;;;;;;;;
425| The Cascade 2 Learning Architecture, |||| 1996. |||| Technical Report, | CMU-CS-TR-96-184, Carnegie Mellon University, |||||||423| S. E. Fahlman, L. D. Baker and J. A. Boyan, ;;;;;;;;;;;;;;;;;;;;;;;
424| The Cascade 2 Learning Architecture, |||| 1996. |||| Technical Report, | CMU-CS-TR-96-184, Carnegie Mellon University, |||||||423| S. E. Fahlman, L. D. Baker and J. A. Boyan, ;;;;;;;;;;;;;;;;;;;;;;;
423| The Cascade 2 Learning Architecture, |||| 1996. |||| Technical Report, | CMU-CS-TR-96-184, Carnegie Mellon University, |||||||423| S. E. Fahlman, L. D. Baker and J. A. Boyan, ;;;;;;;;;;;;;;;;;;;;;;;
422| CMU Benchmark Collection for Neural Net Learning Algorithms, || Pittsburgh. || (1993), ||||| Carnegie Mellon University, School of Computer Science, |||||||1913| Fahlman, S. E. ;;;;;;;;;;;;;;;;;;;;;;;
421| Some thoughts on NETL 15 years later.| AAAI,|| Working Notes, Spring Symposium Series, | 1993.|||pages 85-89.|| Stanford University. | Innovative Applications of Massive Parallelism, || In James Geller, editor,||||1912| Scott E. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
"420| ""The Recurrent Cascade-Correlation Architecture,"" |||| May |||| Technical Report CMU-CS-91-100, | Dept. of Computer Science, Carnegie Mellon University, |||||||417| Scott E. Fahlman, ";;;;;;;;;;;;;;;;;;;;;;;
42| Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback. |||| 1993. | Vision Research, | 33, | 397-412. |||||||||40| Fahle, M. & Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
"419| ""The Recurrent Cascade-Correlation Architecture,"" |||| May |||| Technical Report CMU-CS-91-100, | Dept. of Computer Science, Carnegie Mellon University, |||||||417| Scott E. Fahlman, ";;;;;;;;;;;;;;;;;;;;;;;
"418| ""The Recurrent Cascade-Correlation Architecture,"" |||| May |||| Technical Report CMU-CS-91-100, | Dept. of Computer Science, Carnegie Mellon University, |||||||417| Scott E. Fahlman, ";;;;;;;;;;;;;;;;;;;;;;;
417| The Recurrent Cascade-Correlation Architecture. || Pittsburgh.|| (1991). |||| CMU-CS-91-100, | School of Computer Science, Carneige Mellon University, |||||||417| Fahlman, S.E. ;;;;;;;;;;;;;;;;;;;;;;;
416| Design considerations for CMU common lisp. | The MIT Press, ||| 1991. || chapter 6, | pages 137-156. ||| Advanced Language Implementation,|| In Peter Lee, editor, ||||415| Scott E. Fahlman and David B. McDonald. ;;;;;;;;;;;;;;;;;;;;;;;
415| Design considerations for CMU common lisp. | The MIT Press, ||| 1991. || chapter 6, | pages 137-156. ||| Advanced Language Implementation,|| In Peter Lee, editor, ||||415| Scott E. Fahlman and David B. McDonald. ;;;;;;;;;;;;;;;;;;;;;;;
"414| ""The recurrent cascade-correlation architecture,""| Morgan Kaufmann Publishers, | (San Mateo, CA), || 1991. ||3 | pp. 190-196, ||| in Advances in Neural Information Pro--cessing Systems ||R. Lippmann, J. Moody, and D. Touretzky, eds.||||396| S. Fahlman, ";;;;;;;;;;;;;;;;;;;;;;;
"413| ""The Recurrent Cascade-Correlation Architecture"", | Morgan Kaufman | San Mateo, CA: |(San Mateo), |(1991). || 3, |||| in Advances in Neural Information Processing Systems|| In Touretzky, D., editor, ||||396| Fahlman, Scott E., ";;;;;;;;;;;;;;;;;;;;;;;
412| The recurrent cascade-correlation architecture. | Morgan Kaufmann, | San Mateo, CA, || 1991. ||3, | pages 190 196. ||| Advances in Neural Information Processing Systems || In R. Lippmann, J. Moody, and D. Touretzky, editors, ||||396| S. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
411| The recurrent cascade-correlation architecture. | Morgan Kaufmann, | San Mateo, CA, || 1991. ||3, | pages 190 196. ||| Advances in Neural Information Processing Systems || In R. Lippmann, J. Moody, and D. Touretzky, editors, ||||396| S. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
410| The recurrent cascade-correlation architecture. | Morgan Kaufmann Publishers. | San Mateo, California, ||1991. || 3, | pages 190-196, ||| Advances in Neural Information Processing Systems|| In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors, ||||396| Scott E. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
41| Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback. |||| (1993). | Vision Research, | 33, | 397-412. |||||||||40| Fahle, M. & Edelman, S. ;;;;;;;;;;;;;;;;;;;;;;;
409| The recurrent cascade-correlation architecture. | Morgan Kaufmann Publishers. | San Mateo, California,|| 1991. ||3, | pages 190-196, ||| Advances in Neural Information Processing Systems || In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors, ||||396| Scott E. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
"408| ""The recurrent cascade-correlation architecture,"" | Morgan Kaufmann Publishers, | (San Mateo, CA), || 1991. ||3| pp. 190-196, ||| in Advances in Neural Information Processing Systems || R.P.Lippmann, J. Moody, and D. Touretzky, eds.), ||||396| S. Fahlman, ";;;;;;;;;;;;;;;;;;;;;;;
407| The recurrent cascade-correlation architecture. | Morgan Kaufmann Publishers. | San Mateo, California,|| 1991. || 3, | pages 190-196, ||| Advances in Neural Information Processing Systems|| In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors, ||||396| Scott E. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
406| The recurrent cascade-correlation architecture. | Morgan Kaufmann Publishers, Inc., | San Mateo, California, || 1991. ||3, | pages 190-196. ||| Advances in Neural Information Processing Systems || In R. Lippmann, J. Moody, and D. Touretzky, editors, ||||396| S. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
405| The recurrent cascade-correlation architecture. | Morgan Kaufmann Publishers. | San Mateo, California,|| 1991. || 3, | pages 190-196, ||| Advances in Neural Information Processing Systems|| In R. P. Lipp-mann, J. E. Moody, and D. S. Touretzky, editors, ||||396| Scott E. Fahlman. ;;;;;;;;;;;;;;;;;;;;;;;
404| The recurrent cascade-correlation architecture.||||||| pp.380-387. ||| InAdvances in Neural Information Processing Systgems, ||||||396| Fahlmann, S.E.(1990). ;;;;;;;;;;;;;;;;;;;;;;;
403| The recurrent cascade-correlation learning algorithm. | Morgan Kaufmann. | San Mateo, CA: || (1991). || 3, | pages 190-196. ||| NIPS 3, || In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ||||396| Fahlman, S. E. ;;;;;;;;;;;;;;;;;;;;;;;
402| The recurrent cascade-correlation learning algorithm. | Morgan Kaufmann. | San Mateo, CA: || (1991). ||3, | pages 190-196. ||| Advances in Neural Information Processing Systems || In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ||||396| Fahlman, S. E. ;;;;;;;;;;;;;;;;;;;;;;;
401| The recurrent cascade-correlation learning algorithm. | Morgan Kaufmann. | San Mateo, CA: || (1991). || 3, | pages 190-196. ||| Advances in Neural Information Processing Systems|| In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ||||396| Fahlman, S. E. ;;;;;;;;;;;;;;;;;;;;;;;
400| The recurrent cascade-correlation architecture. | Morgan Kaufmann Publishers. | San Mateo, California: || (1991). ||3, | pages 190-196. ||| Advances in Neural Information Processing Systems || In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ||||396| Fahlman, S. E. ;;;;;;;;;;;;;;;;;;;;;;;
40| Long-term learning in Vernier acuity: effects of stimulus orientation, range and of feedback. |||| 1993. | Vision Research, | 33(3) | 397-412, |||||||||40| M Fahle and S Edelman. ;;;;;;;;;;;;;;;;;;;;;;;
4| Inganas and M.R. |||| (1994). | J Appl. Phys., | 76, |893, |||||||||1| M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,;;;;;;;;;;;;;;;;;;;;;;;
399| The recurrent cascade-correlation architecture. | Morgan Kaufmann. | San Mateo, CA: || (1991). ||3, | 190-205. ||| Advances in Neural Information Processing Systems || In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors, ||||396| Fahlman, S. E. ;;;;;;;;;;;;;;;;;;;;;;;
